variable,coefficient,pvalue,std_error,policy,var,lower,upper,r2,grp
rain,0.06615490058126117,0.002000921582920645,0.021403903373573563,dt,d_ha_wt,0.024189562257403985,0.10813784554235539,0.6104283776351112,fr_grp_v_thr_5
fuel_price,-11.822360924571196,9.289962887226721e-05,3.2714909040703066,dt,d_ha_wt,-17.213924688463887,-6.0796637157032425,0.6104283776351112,fr_grp_v_thr_5
fuel_price_year,57.59982742722634,0.5174945931356467,101.94869095491215,dt,d_ha_wt,-60.25392132061329,524.9095868159939,0.6104283776351112,fr_grp_v_thr_5
P_m11,17.15433369289712,3.681632465557527e-07,3.1626615108678813,dt,d_ha_wt,10.218544293611398,24.526575731795795,0.6104260099804639,fr_grp_v_thr_6
P_m12,7.781955854251699,0.5309018778444399,12.703720112303984,dt,d_ha_wt,-14.739287423787095,36.2520867672047,0.6104260099804639,fr_grp_v_thr_6
P_m13,8.680297274536631,0.0006152963497498831,2.46030864801281,dt,d_ha_wt,3.6244180636172407,13.982854971792257,0.6104260099804639,fr_grp_v_thr_6
P_m21,-2.3744948853102965,0.8931052782040487,19.582587546561125,dt,d_ha_wt,-31.239834075909577,38.60843877863842,0.6104260099804639,fr_grp_v_thr_6
P_m22,0.37124931282186413,0.9511737756120631,6.2385501944987265,dt,d_ha_wt,-10.854938067858832,13.01116932629931,0.6104260099804639,fr_grp_v_thr_6
P_m23,47.855955447747675,0.022303244735206507,18.66493214593472,dt,d_ha_wt,5.723030658999884,106.77976619756836,0.6104260099804639,fr_grp_v_thr_6
P_m31,19.144338389100703,2.7877778820517563e-05,4.269027324372399,dt,d_ha_wt,9.771508463564803,29.317466516261327,0.6104260099804639,fr_grp_v_thr_6
P_m32,24.241660147232082,0.1563398947665755,16.547500531452553,dt,d_ha_wt,-7.971184687997301,67.72996657414434,0.6104260099804639,fr_grp_v_thr_6
P_m33,19.075426695828046,9.131470565582056e-05,4.5632464596319755,dt,d_ha_wt,9.103803114453513,29.95841426278534,0.6104260099804639,fr_grp_v_thr_6
P_m0,9.837487663533008,3.752553823233029e-14,1.2473097863599847,dt,d_ha_wt,7.201074688840392,12.53873835924011,0.6104260099804639,fr_grp_v_thr_6
rain,0.06614170389667162,0.0019724688816848968,0.02137023177710695,dt,d_ha_wt,0.02424236808578062,0.10805859099616288,0.6104260099804639,fr_grp_v_thr_6
fuel_price,-11.834341626564015,9.005299125997013e-05,3.268695633680241,dt,d_ha_wt,-17.220781396337536,-6.097406480259915,0.6104260099804639,fr_grp_v_thr_6
fuel_price_year,57.56090364574551,0.5177740652860252,101.96632965127583,dt,d_ha_wt,-60.27053924607665,524.8622026719138,0.6104260099804639,fr_grp_v_thr_6
